title,price,link_item,index,discount,sales
Điện thoại Samsung Galaxy Z Flip 4 (8GB/256GB),14.990.000₫,https://tka.tiki.vn/pixel/pixel?data=zmpUKuukZVtfsiHLGgwJbKRfcuCppmXDCpwSdAHemHhBA7DFTo758KYLwNRR28C0IycCqE_PCxEiZYxpkd9fpp2PU6MJxmktMzr1P7yDYC2enMxbVVY_G64dCFeLDV26WZJUBdhIlSMedL45vUM46WGAoPvklzigoNZzqGwAtOLJdhW97hCDQRClFcKgMYiIjWGUgqZBXQkkd31mMaIjS3IB81OiJuznX9aWnX8r5XdVAeQWMhuwV4KlalsKtFX6l09KGsYSFD60ur6uRocAsa6rMq6UCeJrKE2b3NWPGTy4v3yFKhcvBWBHWf7kv_3-rsMkIFaVOZUARvPikNnZOug0PkUeKGxU5vub83kt0E9cR69J3EC7WopeJADKugVjjYvUmpJYkTspIHF6WT4u3xhJQ7AKlIL_ijbbG2bp21O20d_1-aGpWWqXabMiV2vQ1tk6mM8gWDsD8ytET6t1NQp28srKfrNUG_hLTzrwz1UvXRhlA8jCYYwogplxsAGDbT7OEBKkF0u3MxNXPgvckAkN_o5wVp7rE6uh_7_IdPex43_Yw6H3HZcXiMkyWZbrm7NFbJOjXDbGWhNtZIFVV42mGLQeFmYiUB8xM6jwHrCFYfryK2CBojIKUgcoh5JlllSKirjjoK6hy8Qf78L7e1LRk3QMShMTY8rQBFBHWTFU9u3pVUvsuJqhHdP3HwX0MsKEV8PXA3rkooTlvLfMdDDFenRONDWJDgvSFmwewnhGua5Byecur0TxNSiDBIN5woDxwfdLPnHg_ITKShCsRUpt-Rizfsl0IZftgBZESqQCAxMDg2lrInF-8z_NBqzHZvJfOSuUXWiORGFgV1yE41I5faAtCuelfhdpP25JsLOfLpn5irekDP7x8KIz_CgAPnpa98qHsBGu85EhXw6Q2jPNJlDWAM3W7sf374pgV7xyHeiGhJjWVClAJk9F_S_-OpU_vmvi2RJuRtsXzSHWM7dGl8PqneNOAmOia2WHJdlSv6Gb7HYbQ5nHidSQ-6ZK3fsianaqs-fnRfouY5fd3r9IsY6WlTDPbtIfWZpWfQ&reqid=0GaNFsxy7y2Crln8&type=CLICK&pos=1,1,-42%,Đã bán 97
Điện Thoại Samsung Galaxy A54 5G (8GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,7.250.000₫,https://tka.tiki.vn/pixel/pixel?data=TLJ1YGO-8D-u9mjexdXBYKV4LTv1cBzkKkuDmnLRkR9Q8hZOxwp5rI292KP-SL2UA6yHbQGw4MT-obb4XwrcA8CXFETyucWu5OMjSeAfZgpvulcZrFjdf6He4yuuLqifYGhIxj3GNqI2Y9DSa2WP_ScACDBuTfZBy1hdEJTs-yd9J1_HZGfemGL1zz17Kd1D9E8KjwOrHzi8C33iHMgx53Ouk2d3FH-G5W-9atYR5IDa0I-0tZmsqnvYBNWUORPEMOfW8hNhWazIWbq9x6wB_zzGOXuiSgz4lPlCQJ6OtdnpmxDbAk7Jut0-Q1o_77Ia5pV8DgFV4_sI1Y01ot9eqGUyi3-ghDnGsmDZzYsTVPBsjiORYMT7EitV-CLS73vNLln-jqEZJ0kj2GFTFbo3ShYrtR3Ym9wmwUKSuPUJgiI-98Uy3z0TfQspn3Lgh7j4yUNtp4MQr5j-kiRuDg3E4tZ6FTOfX9UxiTIuQydxbs2ve6OWQCS5f6iU0rvCTbiCpLqEUQZL-JTHFFC8xJi1ky3zpgFrFWvJLS-oBwX42xm2at2Sd9aB98AyyF5_vEiogyfL4bFM2EyQxtBxBgC_UjTbUfFKk_MU_F2PohCLIq56E-zDBjmacgAopW1QgzS6FlQUOqafvsL9P_CsvkXj6qlyj0Zw3prWzneTM_1WPKx_pHMTDR4w7bmgUGlpTRFn4tEcYljnvwxyLUUdEobp8VQdna9J-cNTybAj8BZOeeGfFo8R4HtyugQFJ6Vgy2v2vi4Zy1H1SVGbEHaZA9_L6KYsB3UIJa8LZjf7RzxD3g0ZVdjVaN323k4anJALgOO2o7efnJf76fw0WDi5K8084znxFZVpL6RersxYUHyavgBmZmSyiC73kMKfA2IpmGxgopo4fQdsYaeB7_Mq-ECquxNMoigYWhdGhYKnm6z_1JwzvCE9ZOenSMjSz0wFVDlvaziOFVeNVqwC4i-mTzE4mFlIdyXOH0TEZOHq8RY8HjemJimeBgICCDhMQhVuLKtavSSlF0r_170Ap9HWhulJrI986XbNn1QmhpRJBqmoSWtyFTRVabpa3DV2s9d-SVAjogEq&reqid=0GaNFsxy7y2Crln8&type=CLICK&pos=2,2,-31%,Đã bán 13
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,2.600.000₫,https://tka.tiki.vn/pixel/pixel?data=wwfeTEpTSm9zafLRMX0fYDspulku0NCqgSxh93iw6xezANxs3IExXphcHy7tEftbuh4NL_DkViv0v_ClXnYj2viWTue9zQPpa87XH3GUVIHrGEjacnI0R_pxFsDusIdvvOPDpK6wj6RO8jAiHEgWO6IV6zoSUbIcXKdIdGw_e5r2_trmKV368-2-9rDAGS1qizrI4dUCR19I_-Ih4LjeqR73e3FhOiPhzbHb3QS2ocD0iGwbTFlb6XGk6EEkNqdIwNq2dq2HA8x1LSXR4zjivr0Q_3EZZq7w7-WMrsMlTgP0j49Bhv1ywoWHXJYYCbMED4el4Xfis45sPKGu5mqswT8njxjHbFUrhHPAi9aGQ9uUHCFniMXnBDTqRqtDXBY-9Jny8sGLHMT0DgK-jOo-sdVHsNqBvlT2rz3C_nde95rAL9Ur45EaTziALB-0Gcvgzi2px-uTmb679ashkGuKiIXcOsZ8DEYxAiyFAE6CRlc198f2rxhZFonPpgVcSxdE089wTfX8x1X-R-mLClquVDaZ6eKix7UWFYV-sP2QQjpm-ppVYSvPErzLUqnAygaYRFO_Nr4ARf9LtLSj9xBet6nlEccWeDkXBkHV1wvhcxPOjdnmhKF7NY1Khw2qNDRPmkjiCZzf85IRFa-QwFbaNizTh-yhuEnYhZsovTsPiu0mX7VbarieZVPI6soEkC4qs6yHkkLLFtrEBPs-7rqz6p9gclBviqqTnXQ8VGW2qfvPeU-AkUrgrEmW1xkPPCXqSnRuINj0idLcyGu0Z-87cOlbsd35dHaMEObDUtv6MVvPQ00AJwmn63KyfIszwkd5eEvNyHTLWZKB2OaoKLIcV_WN-JUv2Mm7B5dimYg8nU3V0ahFqzGvD9QGyGUINFB6HsSPC4RAFkAina4TkXkX6FxsyrgorGe5l1Xq_BtVDwTQk7rd5xATvgcVNUskx4JpvYb_M7DcKBr4hibyrr8-gZgnvY5_UZ11ECFekoYcob0iMxdM1EoNM9q2_ljng14LHQxNCEQU_AKh7RK5fN2ZpXohMPXyAnMcKW2OWsY&reqid=0GaNFsxy7y2Crln8&type=CLICK&pos=3,3,-16%,Đã bán 1
Điện Thoại Samsung Galaxy A54 5G (8GB/256GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,8.390.000₫,https://tka.tiki.vn/pixel/pixel?data=eeAhVDPEZMAzpCL2Aqdv5DW0_KsN8N2pSyNEzjHo6Eh5YsnsaLmEaBvXs5BoExioHjSMDYjtIibSONvU5fNwoBFYZAWUWYjHQo3MLX7OLMW4HFHiqCxQ89DDEQ_YzFAVqzEgdwhiOW1DBuLyl9zCCvs03yDD7kaaqkue1YUJGYOkmdzrF3B-C47gZOzWAVkEJa9JPXqARe7yqX_qItQXO0erauvhbJNev5jOaLSnyKnPJrf_TWVUgU_VGplmETIM0gKz-Y1Vdc7dJxkYzIVlmr2zhoabBd0tP3bK-6f6g-6di0rWI51u0Y4CjmDTx7ydPXxF9uTa9IgJxxnqBaV-WtGNoMy8dy1-NeGNgeIavZJ1_Xm1zoUfWS13BWvRZO0zpjcPPQSRnqUfQ0pCCaROE2phyIhE6nEoBXOH5ShxFTb4t-RpUPOSkFkOt77_Pd5WrgJUl6kLNANdG2fqy20DwUJRdwb2RlPK8BoHzZ19ADn2dR1BHFolqLWbBRtQjIvL2HNHeDf-PgRULMMMT-lP9BlcjY-x4R51cABg9Ge2BaNbMJd5COtUGlPkGlx9OniTtzQyw6x8VqEYV9vT4Q7gMKAwkLb_svCXgN3CkmVCyFbGEG9s3ORH6XX4HioceWCzhwW0sPicI8CAr08ryEJn71g-X95eRt0yBxFAgqTL4-oey7DQAeJeD1siVcMCsSlxho6pEM6Trc7mGfmTYAPZx1knp-HGSL2JYsXb47VU4npLIsFjT-huefLlEZq8EJSL5-2fHytAPWyJHPcbTOPveEHBFrm85MMlxkmmOT2sb8wFMOAiPh5mrlrkhD7JoZ-9ix_4Vck-SbKM2jB9oUs0nQnv-SWxcqGu5nf8ILEcleL2_uqpTG5eIbnadhPjDDz67QxBg5EDMpEHRQV8CkRxQc-MGZ7e9_qaDTBXBbOFRsn1qDSC71FkcsKcGal8eMnzwvBlO11s-VOUGDfsMJntxrvbsPTXzvB2nyZn1HXL3yIGbCoQUi4hE7NJ9j53CFIY5kmMG7JIgZvnDylIn-7kJ7RV7neLN3CzfpfGe7ZcKLNRnC7nHC1N78559A&reqid=0GaNFsxy7y2Crln8&type=CLICK&pos=4,4,-27%,Đã bán 4
Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) Xanh Thanh Mát - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng,7.090.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-s20-fe-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p175845367.html?spid=175845371,5,-29%,Đã bán 695
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Đã kích hoạt bảo hành điện tử -Hàng chính hãng,2.590.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a05-4gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p273258830.html?spid=273258976,6,-15%,Đã bán 80
Điện thoại Samsung Galaxy M14 5G (6GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,3.990.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-m14-5g-6gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p270978486.html?spid=270978503,7,-27%,Đã bán 67
Điện thoại Samsung Galaxy A34 5G (8GB/128GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,5.490.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a34-5g-8gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p270978283.html?spid=270978315,8,-35%,Đã bán 76
Điện thoại Samsung Galaxy A04 (3GB/32GB) - Đã kích hoạt bảo hành điện tử - Hàng chính hãng,1.999.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a04-3gb-32gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p257682739.html?spid=257682773,9,-33%,Đã bán 63
Điện Thoại Samsung Galaxy A04e (3GB/32GB)- Hàng Chính Hãng,2.025.000₫,https://tiki.vn/dien-thoai-samsung-galaxy-a04e-3gb-32gb-hang-chinh-hang-p214603586.html?spid=225211054,10,-25%,Đã bán 44
