,title,price,link_item,discount,sales,revenue,category
21,Điện thoại Nokia C32 (4GB/128GB) - Hàng chính hãng,5540000,https://tiki.vn/dien-thoai-nokia-c32-4gb-128gb-hang-chinh-hang-p270447782.html?spid=270447788,-16%,86.0,476440000.0,smartphone
22,Điện thoại Nokia C30 2GB/32GB - Hàng chính hãng,3100000,https://tiki.vn/dien-thoai-nokia-c30-2gb-32gb-hang-chinh-hang-p125590981.html?spid=125590983,-10%,114.0,353400000.0,smartphone
23,Điện thoại Nokia C21 Plus (2G/32G) - Pin lâu - Hàng chính hãng - Giá rẻ,3582000,https://tiki.vn/dien-thoai-nokia-c21-plus-2g-32g-pin-lau-hang-chinh-hang-gia-re-p252073027.html?spid=252073028,-28%,1.0,3582000.0,smartphone
24,Điện Thoại Nokia C30 2GB/32GB - Hàng Chính Hãng,3280000,https://tiki.vn/dien-thoai-nokia-c30-2gb-32gb-hang-chinh-hang-p246163082.html?spid=246163086,-43%,,,smartphone
25,Điện thoại Nokia C20 2GB/32GB Xanh - Hàng Chính Hãng,2820000,https://tiki.vn/dien-thoai-nokia-c20-2gb-32gb-xanh-hang-chinh-hang-p188900310.html?spid=188900311,,,,smartphone
26,Điện thoại Nokia C32 (4GB/128GB) - Hàng chính hãng,6380000,https://tiki.vn/dien-thoai-nokia-c32-4gb-128gb-hang-chinh-hang-p270161855.html?spid=270179517,,,,smartphone
27,"Điện thoại Nubia Redmagic 6S Pro - (12+128GB/16+256GB) | Hỗ trợ Tiếng Việt | Snapdragon 888 | Màn hình AMOLED 6.8"" |Pin 5050 mAh | Sạc nhanh 66W - Chơi Game cực đỉnh - Hàng Chính Hãng",29980000,https://tiki.vn/dien-thoai-nubia-redmagic-6s-pro-12-128gb-16-256gb-ho-tro-tieng-viet-snapdragon-888-man-hinh-amoled-6-8-pin-5050-mah-sac-nhanh-66w-choi-game-cuc-dinh-hang-chinh-hang-p147877951.html?spid=272058574,-38%,,,smartphone
28,Điện thoại OnePlus 10T 5G - Hàng Chính Hãng,31980000,https://tiki.vn/dien-thoai-oneplus-10t-5g-hang-chinh-hang-p193366048.html?spid=193366050,,,,smartphone
29,Điện thoại OPPO Reno10 5G (8GB/256GB) - Hàng Chính Hãng,21980000,https://tka.tiki.vn/pixel/pixel?data=U3w0OwkNRDxU-nfSoO0YzgQMMfCss2mKs8nRHygeba9joprjTVx2ewrJ0kYxUBJ34tEtb7CnUMGFHctU9iKB-E1m9UvoHrLPGqFrXSsnkTQ7oVxxk-9HkKI4JHggh-io-YlK7Lht0uAXqZap_7obz72PAwKaZqmmvfvhWHqtPuP71u6Basg0rXb1JnZmGEpyWlrW9AzkDs_QD-SvA8_Ywh6aEI5gybQFPAfGH3Q0QMn17xtOamVUoUmMd7kMhYNefee-UULC5byRJhcrRmsO-eTqD1472E3Tuqi2O3i9KykAbYf9RQ8U1KuhAHT47MlezQNJeRYerUDh8eK487Bx1Mp18pbufjFU7APzEl-aigO0zJ83stVoInxh8iGTh5pGNU0CELbk1DsPUq1330u5jXyfv5SkFskhU6DuVsrHLZgerw73mO5WcOwbB009ejP3xR5LcidlnFw8sQ4ohN_zwyVD65faqTxOsiSnddsiAoMtJlhFD0csZclnSxCiA1YMcLw9maY8hB4yw_6MMNg0wmcMV-6tmEV1qOEL0yGKg6a_9vLR8XzRZK9jMH27yKBC1XNRRnyl2BiBK-ezwpf6tsq_sWPJHswHP1x9YNH0WZL9preO4_zhDT4a3QkBvjsst-yIwekwB8CjbDKIQ9i8bgWkXKcfiVI8_uUjh9KB4xLlcOZ_Cd1xPH4fD7NGZcLd4xoBXCu3mbq7hxaTV1XTXdlJIFUG_w_TgCmHXe9N4JVD4x-aTuxVy-7r70SBW4KyK7DMloLTA6Ca9Z8wRfRULSZrSnbgbb1ziuY0hspsg3C72fyxtOXfvMnBIFd9wX8Q2tDhhKDsLhpB4pBP67YZrc_spNWDqND3AMQ3LwhZvtGVfBubPjyvxlO0gQLibB9G8NWaKPZUUX0FiPZ1W9j9T0Wnn-wkHhGMaB1r3bwSBuZfYHSVFnv1bLMpieGOZ5FBmCjIux0bDa4K_Rx3fRVNCJCJ7c_T3A6hD2SgJP37FylRmcX7BgiydIaV-9D75y3C4Q&reqid=EUjumblpelCxpzez&type=CLICK&pos=1,-34%,17.0,373660000.0,smartphone
30,Điện Thoại Oppo A57 4GB/128GB - Hàng Chính Hãng,6580000,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-hang-chinh-hang-p205750556.html?spid=263117365,-28%,5000.0,32900000000.0,smartphone
31,Điện Thoại Oppo A17k (3GB/64GB),4740000,https://tiki.vn/dien-thoai-oppo-a17k-3gb-64gb-hang-chinh-hang-p203853390.html?spid=203853394,-37%,5000.0,23700000000.0,smartphone
32,Điện Thoại Oppo Reno8 5G (8GB/256GB),12500000,https://tiki.vn/dien-thoai-oppo-reno8-5g-8gb-256gb-hang-chinh-hang-p194487223.html?spid=194487225,-14%,256.0,3200000000.0,smartphone
33,Điện Thoại Oppo Reno 10 5G (8GB/256GB) - Hàng Chính Hãng,18980000,https://tiki.vn/dien-thoai-oppo-reno-10-8gb-256gb-hang-chinh-hang-p270875813.html?spid=270875858,-14%,23.0,436540000.0,smartphone
34,Điện Thoại Oppo A78 8GB/256GB - Hàng Chính Hãng,11980000,https://tiki.vn/dien-thoai-oppo-a78-8gb-256gb-hang-chinh-hang-p270160350.html?spid=270161021,-19%,20.0,239600000.0,smartphone
35,Điện thoại OPPO A55s 5G 4GB/64GB - Màn 90hz - Chống nước IP68 - Hàng nhập khẩu - Bản quốc tế,5980000,https://tiki.vn/dien-thoai-oppo-a55s-5g-4gb-64gb-man-90hz-chong-nuoc-ip68-hang-nhap-khau-ban-quoc-te-p230203067.html?spid=230203073,-13%,24.0,143520000.0,smartphone
36,Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng,8700000,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-hang-chinh-hang-p270975124.html?spid=270975155,-14%,15.0,130500000.0,smartphone
37,Điện thoại OPPO Reno10 5G (8GB/256GB) - Hàng Chính Hãng,21980000,https://tiki.vn/dien-thoai-oppo-reno10-5g-8gb-256gb-hang-chinh-hang-p271118390.html?spid=271121058,-13%,17.0,373660000.0,smartphone
38,Điện thoại OPPO A58 (6GB/128GB) - Hàng Chính Hãng,8580000,https://tiki.vn/dien-thoai-oppo-a78-6gb-128gb-hang-chinh-hang-p271087979.html?spid=271117937,-25%,11.0,94380000.0,smartphone
39,Điện Thoại Oppo Reno8 T 5G 8GB/128GB - Hàng Chính Hãng,15400000,https://tiki.vn/dien-thoai-oppo-reno8-t-5g-8gb-128gb-hang-chinh-hang-p230082250.html?spid=253386544,-12%,2.0,30800000.0,smartphone
40,Điện thoại OPPO Reno8T 5G (8GB/128GB) - Hàng chính hãng,15400000,https://tiki.vn/dien-thoai-oppo-reno8t-5g-8gb-128gb-hang-chinh-hang-p215746871.html?spid=253386534,-40%,2.0,30800000.0,smartphone
41,Điện Thoại Oppo A54 (4GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,6980000,https://tiki.vn/dien-thoai-oppo-a54-4gb-128gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p101018339.html?spid=272218948,-14%,1.0,6980000.0,smartphone
42,Điện Thoại OPPO A77s (8GB/128GB) - Hàng Chính Hãng,9380000,https://tiki.vn/dien-thoai-oppo-a77s-8gb-128gb-hang-chinh-hang-p210280612.html?spid=273356414,-23%,,,smartphone
43,Điện Thoại Oppo A54 (4GB/128GB),7824000,https://tiki.vn/dien-thoai-oppo-a54-4gb-128gb-hang-chinh-hang-p91612670.html?spid=253384478,-14%,,,smartphone
44,"Điện thoại OPPO A58 6GB/128GB , Sạc nhanh 33W - Hàng Chính Hãng",8780000,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-sac-nhanh-33w-hang-chinh-hang-p271954384.html?spid=271954388,-22%,2.0,17560000.0,smartphone
45,"Điện thoại OPPO Reno9 A ( 8GB/128GB) Snapdragon 695 5G, Kháng nước IP68 Màn hình AMOLED 90 Hz - Hàng nhập khẩu -Bản quốc tế",9630000,https://tiki.vn/dien-thoai-oppo-reno9-a-8gb-128gb-snapdragon-695-5g-khang-nuoc-ip68-man-hinh-amoled-90-hz-hang-nhap-khau-ban-quoc-te-p273355923.html?spid=273356137,-5%,3.0,28890000.0,smartphone
46,Điện thoại OPPO Reno8 Z 5G (8 GB/256 GB) - Hàng chính hãng,17288000,https://tiki.vn/dien-thoai-oppo-reno8-z-5g-8-gb-256-gb-hang-chinh-hang-p195962857.html?spid=253386407,-21%,,,smartphone
47,Điện Thoại Oppo A58 6GB/128GB - Hàng Chính Hãng,8578000,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-hang-chinh-hang-p271128271.html?spid=271128275,,3.0,25734000.0,smartphone
48,Điện Thoại Oppo A77s (8GB/128GB),9718000,https://tiki.vn/dien-thoai-oppo-a77s-8gb-128gb-hang-chinh-hang-p200732479.html?spid=200732481,,4.0,38872000.0,smartphone
49,Điện Thoại Oppo Reno 8T 5G (8GB/256GB) - Hàng Chính Hãng - Đen,16000000,https://tiki.vn/dien-thoai-oppo-reno-8t-5g-8gb-256gb-hang-chinh-hang-p216107577.html?spid=253399565,,,,smartphone
50,Điện Thoại Oppo A18 (4GB/128GB) - Hàng Chính Hãng,6900000,https://tiki.vn/dien-thoai-oppo-a18-4gb-128gb-hang-chinh-hang-p273252926.html?spid=273253124,,,,smartphone
51,Điện thoại OPPO Reno8 T 4G (8GB/256GB) - Hàng Chính Hãng,16272000,https://tiki.vn/dien-thoai-oppo-reno8-t-4g-8gb-256gb-hang-chinh-hang-p243165179.html?spid=253386509,,,,smartphone
52,Điện Thoại Oppo A57 4GB/64GB - Hàng Chính Hãng,8568000,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p190544267.html?spid=253386241,,,,smartphone
53,Điện Thoại Oppo A57 4GB/128GB - Hàng Chính Hãng,7318000,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-hang-chinh-hang-p205846229.html?spid=205846231,,12.0,87816000.0,smartphone
54,Điện Thoại Oppo Reno8 Z 5G 8GB/256GB - Hàng Chính Hãng,17288000,https://tiki.vn/dien-thoai-oppo-reno8-z-5g-8gb-256gb-hang-chinh-hang-p197497444.html?spid=253386526,,,,smartphone
55,Điện thoại OPPO CPH2387 - A57 Xanh - Hàng Chính Hãng,9264000,https://tiki.vn/dien-thoai-oppo-cph2387-a57-xanh-hang-chinh-hang-p191689878.html?spid=253385448,,,,smartphone
56,Điện Thoại Oppo Reno 8T 5G (8GB/128GB) - Vàng - Hàng Chính Hãng,15400000,https://tiki.vn/dien-thoai-oppo-reno-8t-5g-8gb-128gb-hang-chinh-hang-p216006578.html?spid=253386445,,,,smartphone
57,Điện thoại Oppo Reno8 T (8GB/256GB) - Hàng chính hãng,20784000,https://tiki.vn/dien-thoai-oppo-reno8-t-8gb-256gb-hang-chinh-hang-p230055130.html?spid=253399172,,,,smartphone
58,Điện Thoại Oppo Reno 8T 5G (8GB/256GB) - Hàng Chính Hãng,16000000,https://tiki.vn/dien-thoai-oppo-reno-8t-5g-8gb-256gb-hang-chinh-hang-p216090646.html?spid=253399265,,,,smartphone
59,Điện Thoại OPPO RENO8 Z 5G (8GB/256GB) - Hàng Chính Hãng,17288000,https://tiki.vn/dien-thoai-oppo-reno8-z-5g-8gb-256gb-hang-chinh-hang-p195333531.html?spid=253386356,,1.0,17288000.0,smartphone
60,Điện Thoại Oppo Reno8 Z 5G (8GB/256GB) - Hàng Chính Hãng,17288000,https://tiki.vn/dien-thoai-oppo-reno8-z-5g-8gb-256gb-hang-chinh-hang-vang-p194489407.html?spid=253386398,,1.0,17288000.0,smartphone
61,Điện thoại Oppo A18 - Hàng chính hãng,6998000,https://tiki.vn/dien-thoai-oppo-a18-hang-chinh-hang-p273553649.html?spid=273553653,,,,smartphone
62,Điện thoại OPPO A55- Hàng chính hãng,7824000,https://tiki.vn/dien-thoai-oppo-a55-chinh-hang-p181699369.html?spid=253399686,,,,smartphone
63,Điện Thoại Oppo A17k 3GB/64GB - Hàng Chính Hãng,5170000,https://tiki.vn/dien-thoai-oppo-a17k-3gb-64gb-hang-chinh-hang-p204671569.html?spid=204671571,,3.0,15510000.0,smartphone
64,Điện Thoại Oppo Reno 8T 4G (8GB/256GB),16272000,https://tiki.vn/dien-thoai-oppo-reno-8t-4g-8gb-128gb-hang-chinh-hang-p216092766.html?spid=253386529,,,,smartphone
65,Điện thoại OPPO Reno8 T 5G (8GB/128GB) - Hàng Chính Hãng,15400000,https://tiki.vn/dien-thoai-oppo-reno8-t-5g-8gb-128gb-hang-chinh-hang-p220681117.html?spid=253386442,,,,smartphone
66,Điện thoại Oppo Reno8 T 5G (8GB/128GB) - Hàng chính hãng,15400000,https://tiki.vn/dien-thoai-oppo-reno8-t-5g-8gb-128gb-hang-chinh-hang-p230056086.html?spid=253399688,,,,smartphone
67,Điện Thoại Oppo A54 4GB/128GB - Hàng Chính Hãng,7824000,https://tiki.vn/dien-thoai-oppo-a54-4gb-128gb-hang-chinh-hang-p137562237.html?spid=253385109,,,,smartphone
68,Điện Thoại Oppo A76 6GB/128GB - Hàng Chính Hãng,10872000,https://tiki.vn/dien-thoai-oppo-a76-6gb-128gb-hang-chinh-hang-p165700071.html?spid=253399122,,,,smartphone
69,Điện thoại Oppo Reno8 Z 5G (8GB/256GB) - Hàng chính hãng,17288000,https://tiki.vn/dien-thoai-oppo-reno8-z-5g-8gb-256gb-hang-chinh-hang-p196953614.html?spid=253386402,,,,smartphone
70,Điện thoại OPPO Reno10 5G (8GB/256GB) - Hàng Chính Hãng,21980000,https://tka.tiki.vn/pixel/pixel?data=LoWBoz6HVN3s7_9riVlCwn5LQNg98noolrw4GWw5AHGLjb4xasLQHjjgS21YozDQxCu7GL03jdbViD9q3oOEI3YKiO8RTCEID4-b2GJ-mrYI6xtDrbeh-BMZyoQd83ixWKogkZV5K_5qQ2V5mpTgAu27EdqiYQ1OvyxxnfYZ4DKjVN2tO1GtgXZXtRYxIeb4LmH1R3JLGh6pj8eI7uMpMslEqBvSDmwKD54hGA4HyI1PrVZx_MAHzfkdt7XCmLcDkA9ve06XSzV-Tbk27uxBf2VReMzv9795goq-byCE2tCw_0Jck8gZBtB_GNibAqdPkYE6xA4aDuhGHq4taifL9C9q182w652ZBUUspdW7LDOaQa3wmhsql840wYi4Eav1o7w5ryGgy24yQQu4eFl2t3U_379vzPbWGfq5lXRCJ89jDtsBQN-tZSosy1Trr83bMM9HgUpTQbDtGAKHJSmqE2AhDnGsL5zyzV2iZ-5MXbARuGV2z9W1SuzRPUS6RjIQ-L5_enCDCZ0sEUS00lfUNzdoYqZNr_jrj__X-vHwpnGgzRi3BD2OrZ1jbg1q_wvRQmcT4CVi0oUcMy0aqLVY1kZCfipNIcYl5yh-2NG2CNW_W5KIXP4Q61fsVY1Bl4hNuTPTydcX2-dKm6B8EPlQq-xz3OnKOt_7dR14vU9E8PYSe0vv1oY-SkvqkWuWOLggTBDW35nTjzaaNedNi60Cwt0MXY6N5eh-wuXPzxfH4IQFOVoFgrmQyFs2NOHxPtCQFnFiTnaCi2aQILKXtBCSfycccu3n5bsiG55sPyOGk5_KsJzonkDM2VDYy7HeIThHv7p8HI1aElw3myohd2e_62zIaoS3sfZeJkQ_1UiXUbK-rTi6djQdIEF_fXRSwtRDu3Lg_Cyu9fDd3Tp-8KvHnmd_tqFORJTch9t25L_PcOT03s6Pp4r88btkFP4GaKyuhMMVPQAAU3ZyLBPxesLsYVZ6gyqkZCUcEVDwkN8XLFJK_jofJVExJgHK77oB_xN4Fw&reqid=DjqIpt0samgbKc7U&type=CLICK&pos=41,-30%,17.0,373660000.0,smartphone
71,Điện thoại OPPO A77s - Hàng chính hãng,12432000,https://tiki.vn/dien-thoai-oppo-a77s-hang-chinh-hang-p204810590.html?spid=253386286,-11%,1.0,12432000.0,smartphone
72,Điện thoại OPPO A76 (6GB/28GB) - Hàng chính hãng,10872000,https://tiki.vn/dien-thoai-oppo-a76-6gb-28gb-hang-chinh-hang-p193769065.html?spid=253399627,-23%,,,smartphone
73,Điện Thoại Oppo A76 (6GB/128G) - Hàng Chính Hãng,10872000,https://tiki.vn/dien-thoai-oppo-a76k-6gb-128g-hang-chinh-hang-p166034907.html?spid=253399715,-25%,,,smartphone
74,Điện thoại Oppo A57 (4GB/128GB) - Hàng chính hãng,9264000,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-hang-chinh-hang-p204802771.html?spid=253385480,-8%,,,smartphone
75,Điện thoại OPPO A77 4GB+4GB/128GB - Sạc siêu nhanh 33W - Hàng nhập khẩu nhật - Bản quốc tế,6998000,https://tiki.vn/dien-thoai-oppo-a77-4gb-4gb-128gb-sac-sieu-nhanh-33w-hang-nhap-khau-nhat-ban-quoc-te-p263675862.html?spid=263675864,-8%,5.0,34990000.0,smartphone
76,Điện Thoại OPPO A54 (4GB/128GB) - Hàng Chính Hãng,7824000,https://tiki.vn/dien-thoai-oppo-a54-4gb-128gb-hang-chinh-hang-p127680701.html?spid=253399572,,,,smartphone
77,Điiện Thoại OPPO Reno8 Z 5G (8GB/256GB) - Hàng Chính Hãng,17288000,https://tiki.vn/diien-thoai-oppo-reno8-z-5g-8gb-256gb-hang-chinh-hang-p196044608.html?spid=253399555,,,,smartphone
78,Điện thoại OPPO A58 6GB/128GB Đen - Hàng chính hãng,9980000,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-den-hang-chinh-hang-p273186911.html?spid=273186912,,,,smartphone
79,Điện Thoại OPPO A57 (4GB/128GB) - Hàng Chính Hãng,9264000,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-hang-chinh-hang-p192036708.html?spid=253386252,,1.0,9264000.0,smartphone
80,Điện Thoại Oppo A57 (4GB/64GB),8568000,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p189658085.html?spid=253312881,,,,smartphone
81,Điện thoại OPPO A78 (8GB/256GB) - Hàng Chính Hãng,12498000,https://tiki.vn/dien-thoai-oppo-a78-8gb-256gb-p270164674.html?spid=270180316,,8.0,99984000.0,smartphone
82,Điện thoại Oppo A17k (3GB/64GB) - Hàng chính hãng,6552000,https://tiki.vn/dien-thoai-oppo-a17k-3gb-64gb-hang-chinh-hang-p204872160.html?spid=253384256,,,,smartphone
83,Điện thoại OPPO A57 4GB/128GB Vàng - Hàng chính hãng,9264000,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-vang-hang-chinh-hang-p251275686.html?spid=253385495,,,,smartphone
84,Điện thoại Oppo A58 (6GB/128GB) - Hàng chính hãng,9980000,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-hang-chinh-hang-p271235147.html?spid=271235149,,,,smartphone
85,Điện thoại OPPO A57 4GB/128GB Đen - Hàng chính hãng,7700000,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-den-hang-chinh-hang-p249168300.html?spid=249168301,,1.0,7700000.0,smartphone
86,Điện thoại OPPO CPH2375 - A76 Xanh Thời Thượng - Hàng chính hãng (chỉ giao HN và một số khu vực),10872000,https://tiki.vn/dien-thoai-oppo-cph2375-a76-xanh-thoi-thuong-p176438848.html?spid=253399344,,,,smartphone
87,Điện Thoại OPPO A57 (4GB/128GB) - Hàng chính hãng,7500000,https://tiki.vn/dien-thoai-oppo-a57-4gb-128gb-hang-chinh-hang-p273273430.html?spid=273273434,,,,smartphone
88,Điện Thoại OPPO A17K (3GB/64GB) - Hàng Chính Hãng,6552000,https://tiki.vn/dien-thoai-oppo-a17k-3gb-64gb-hang-chinh-hang-p248754839.html?spid=253384269,,,,smartphone
89,Điện Thoại Oppo A76 6GB/128GB - Hàng Chính Hãng,10872000,https://tiki.vn/dien-thoai-oppo-a76-6gb-128gb-hang-chinh-hang-p169464835.html?spid=253399039,,,,smartphone
90,"Điện thoại Oppo Reno8 Z 5G (8GB/256GB) Hàng Chính Hãng, Mới 100%, Nguyên Seal | Bảo hành 12 tháng GZ32 | Điện Thoại Giá Rẻ | Điện Thoại Gaming",17288000,https://tiki.vn/dien-thoai-oppo-reno8-z-5g-8gb-256gb-hang-chinh-hang-moi-100-nguyen-seal-bao-hanh-12-thang-gz32-p213969615.html?spid=253386364,,,,smartphone
91,Điện thoại OPPO Reno8T 4G - Hàng chính hãng,16272000,https://tiki.vn/dien-thoai-oppo-reno8t-4g-hang-chinh-hang-p215746882.html?spid=253386515,,,,smartphone
92,Điện thoại OPPO CPH2471 - A17k Vàng - Hàng Chính Hãng (chỉ giao HN và một số khu vực),6552000,https://tiki.vn/dien-thoai-oppo-cph2471-a17k-vang-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p219392186.html?spid=253384860,,,,smartphone
93,Điện thoại OPPO A57 (4 GB/128 GB) - Hàng chính hãng,9264000,https://tiki.vn/dien-thoai-oppo-a57-4-gb-128-gb-hang-chinh-hang-p195661031.html?spid=253385452,,,,smartphone
94,Điện thoại OPPO CPH2387 - A57 Đen - Hàng Chính Hãng,8568000,https://tiki.vn/dien-thoai-oppo-cph2387-a57-den-hang-chinh-hang-p191689727.html?spid=253386196,,,,smartphone
95,Điện thoại OPPO CPH2471 - A17k Xanh - Hàng Chính Hãng (chỉ giao HN và một số khu vực),6552000,https://tiki.vn/dien-thoai-oppo-cph2471-a17k-xanh-hang-chinh-hang-chi-giao-hn-va-mot-so-khu-vuc-p219400421.html?spid=253384869,,,,smartphone
96,Điện Thoại OPPO A76 (6GB/128GB) - Hàng Chính Hãng,10872000,https://tiki.vn/dien-thoai-oppo-a76-6gb-128gb-hang-chinh-hang-p174649410.html?spid=253399243,,,,smartphone
97,Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng,8568000,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p190701486.html?spid=253385437,,,,smartphone
98,Điện thoại Oppo A57 (4GB/64GB) - Hàng chính hãng,8568000,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p192348147.html?spid=253399234,,,,smartphone
99,Điện thoại OPPO A58 6GB/128GB Xanh - Hàng chính hãng,9980000,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-xanh-hang-chinh-hang-p273186946.html?spid=273186947,,,,smartphone
100,Điện thoại OPPO A76 (6 GB/128 GB) - Hàng chính hãng,10872000,https://tiki.vn/dien-thoai-oppo-a76-6-gb-128-gb-hang-chinh-hang-p195662979.html?spid=253399708,,,,smartphone
101,Điện thoại OPPO A57 (4GB/28GB) - Hàng chính hãng,9264000,https://tiki.vn/dien-thoai-oppo-a57-4gb-28gb-hang-chinh-hang-p193769143.html?spid=253385469,,,,smartphone
102,Điện Thoại Oppo A18 4GB/128GB - Hàng Chính Hãng,7318000,https://tiki.vn/dien-thoai-oppo-a18-4gb-128gb-hang-chinh-hang-p273664463.html?spid=273664467,,,,smartphone
103,Điện Thoại OPPO A57 (4GB/64GB) - Hàng Chính Hãng,8568000,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p196348143.html?spid=253385015,,,,smartphone
104,Điện Thoại Oppo A18 4GB/64GB - Hàng Chính Hãng,6758000,https://tiki.vn/dien-thoai-oppo-a18-4gb-64gb-hang-chinh-hang-p273668660.html?spid=273668662,,,,smartphone
105,Điện thoại OPPO A57 (4GB/64GB) - Hàng chính hãng,8568000,https://tiki.vn/dien-thoai-oppo-a57-4gb-64gb-hang-chinh-hang-p193769168.html?spid=253386249,,,,smartphone
106,"Điện thoại thông minh siêu bền Oukitel WP28 (màn hình 6.52‘' ,HD+ ,pin 10600mAh ,Ram 15Gb(8GB+7Gb),Rom 256GB ,Android13, camera 48MP)-hàng chính hãng",9980000,https://tiki.vn/dien-thoai-thong-minh-sieu-ben-oukitel-wp28-man-hinh-6-52-hd-pin-10600mah-ram-15gb-8gb-7gb-rom-256gb-android13-camera-48mp-hang-chinh-hang-p271798615.html?spid=271798616,,2.0,19960000.0,smartphone
107,"Điện thoại oukitel WP22 (Loa to,Chống nước ,chống sốc IP68/IP69K,Ram 13Gb(8GB+5Gb mở rộng),Rom 256Gb,Màn hình 6.58 FHD,tầm nhìn ban đêm,Pin 10.000mAh)- Hàng chính hãng",11980000,https://tiki.vn/dien-thoai-oukitel-wp22-loa-to-chong-nuoc-chong-soc-ip68-ip69k-ram-8gb-rom-256gb-man-hinh-6-58-fhd-tam-nhin-ban-dem-pin-10-000mah-hang-chinh-hang-p254125720.html?spid=254125721,,2.0,23960000.0,smartphone
108,"Điện thoại Oukitel K15 Plus(chống sốc,chống va đập,pin 10.000mAh,Ram 4Gb,Rom 32Gb) - hàng chính hãng",9580000,https://tiki.vn/dien-thoai-oukitel-k15-plus-chong-soc-chong-va-dap-pin-10-000mah-ram-3gb-rom-32gb-p137864049.html?spid=137864050,,30.0,287400000.0,smartphone
109,"Điện thoại oukitel k15 pro (chống sốc,pin khủng,pin 10.000mAh ,Ram 8Gb,Rom 128Gb) – hàng chính hãng",9980000,https://tiki.vn/dien-thoai-oukitel-k15-pro-chong-soc-pin-khung-pin-10-000mah-ram-6gb-rom-128gb-hang-chinh-hang-p181264344.html?spid=181264345,,12.0,119760000.0,smartphone
110,"Điện thoại siêu bền Oukitel K16(mini,Vỏ lưng bằng da,Ram 8Gb,Rom 128Gb,camera 48MP,pin 3.050mAh)- hàng chính hãng",11980000,https://tiki.vn/dien-thoai-sieu-ben-oukitel-k16-mini-vo-lung-bang-da-ram-8gb-rom-128gb-camera-48mp-pin-3-050mah-hang-chinh-hang-p263309601.html?spid=263309602,,1.0,11980000.0,smartphone
111,"Điện thoại Oukitel WP12 Pro (chống nước,chống va đập,RAM 8GB(Ram 4GB+ 4Gb),Rom 64 Gb,8 nhân)- hÀng chính hãng",5980000,https://tiki.vn/dien-thoai-oukitel-wp12-pro-chong-nuoc-chong-va-dap-ram-4gb-rom-64-gb-8-nhan-hang-chinh-hang-p271982547.html?spid=271982548,,2.0,11960000.0,smartphone
112,"Điện thoại oukitel wp21 (Ram 12Gb,Rom 256Gb ,chống sốc,chống nước,pin khủng, pin 9.800mAh) - hàng chính hãng",21980000,https://tiki.vn/dien-thoai-oukitel-wp21-ram-12gb-rom-256gb-chong-soc-chong-nuoc-pin-khung-pin-9-800mah-hang-chinh-hang-p207883258.html?spid=207883260,,,,smartphone
113,"Điện thoại oukitel wp23 ( chống nước,chống va đập,pin 10600mAh,Ram 4Gb.Rom 64Gb,màn hình 6.52 inch,mạng 2,3,4G,Android 13 )-hàng chính hãng",7980000,https://tiki.vn/dien-thoai-oukitel-wp23-chong-nuoc-chong-va-dap-pin-10600mah-ram-4gb-rom-64gb-man-hinh-6-52-inch-mang-2-3-4g-android-13-hang-chinh-hang-p260406257.html?spid=260406258,,2.0,15960000.0,smartphone
114,"Điện thoại OUKITEL WP18 (Chống nước ,chống va đập, pin khủng 12500mAh, Ram 4GB ,Rom 32GB ,màn hình 5.93 inch,Điện thoại chắc chắn) – HÀNG CHÍNH HÃNG",7980000,https://tiki.vn/dien-thoai-oukitel-wp18-chong-nuoc-chong-va-dap-pin-khung-12500mah-ram-4gb-rom-32gb-man-hinh-5-93-inch-dien-thoai-chac-chan-hang-chinh-hang-p208171115.html?spid=208171116,,3.0,23940000.0,smartphone
