title,price,link_item,index,discount,sales,brand
Điện thoại bàn Panasonic KX-TS500MX-hàng chính hãng,300.000₫,https://tka.tiki.vn/pixel/pixel?data=8HpK0Pmbtj1LVA5OJd1DIsjC6rbHErFTa-wAbkLUD3lLdmxmGo1N5dCsWLf_xICwu2uOY7iafuQXnyq51O9ONlDG7ITE6wZWNIQE20RIRiam9RKGn41EXpSmRcrajj-2e7QBKn9r9H1O3aa7EBV24aGGRwUKLN7AHdJGtRSDYsSQElhUVNifajymD581z4zNaTxT3exCcTP2FlxeonDfkqXzdWu3hcVxrCFgOpQVgsU8UM_Svb1dzqd5cNhtKg-E4N1nNPcQOaKkkS7r0UHiYjXyiNmCZ_P_TyWW4el1W3VkJYswo7O7B2Wyo67JDLsoL6ve48Nl7t2TgqunPKKSnewV3FRf_QzWDUwjNPRckjTTxKq3FBolSqhpvG3q9I1WkU0lSMbbTIjhqtscSjD-WXDF_ATRn7J8hWsQ7VrekusE7cMb5tKF4Kpu-S1wD9Ib0jiFkCkTuCbysc_jEaCXnXW43cZBFDo_BC_F1ejBrApkdf-_ffN6jECyUjIgcNZxvkx7rp4u65eRj2zlGMXFgD9xfhi7LxXrnD9bGT-n1NgvC6c7rYmNVWuy1Ntk_HCrOJbbSaHdR_1if66_2fl8b1cYBl0YWxgUMwtgz6Q8Zbl0CVHz1TEvO1BulvkxC8i_g_sGt8If2C5S-hvEd3K8wdkec-fjeq6A2SY7m6etsEgekr3gnZkuZcAMhqSCVDaTpMkidqyAKTeFjhhvRnQkk-vSJwy3zDyeXQTvDnX4HasGZ8jFVW8hLtN_URzaX0QMUoJGyf0vjHxsgd102gibbBIyf5hr08IEg8JAie0k73HsDV9ZkT-nYxGa3e6jOSEiM9lrVHktuC0sZOBEhAXNTAE6QnmUWb_X2cR9PfAGlNBkFWUvguiVb-t1meEg08b6N7TQ9_u_arYFtzv0k9bO0AfsMmy9RkNYdHmszl_05_bdYpAtwyf1G2mGMX2A7WgkVd5gdt3MKQwCbfUNrtpm0XJf4TktE5PIJ-neiMVBacY65FBhPvs9B61o5F4R3UB__JE_NuZkYJEuL_AYp0IvCez_x7sVk9ka0ggVabb44GU&reqid=QWIspnWdFdVJlOKp&type=CLICK&pos=41,1,-2%,Đã bán 819,Panasonic
Điện thoại bàn Panasonic KX-TGF310 hàng chính hãng,2.250.000₫,https://tka.tiki.vn/pixel/pixel?data=8yt9yBX-OpGGb9VjaSuu8CmSrX6UKS-7n0pqvV4U7MTYDirb9Ba0JkZbNnh8WvfrWCwNoJnxHNXd1WqYEsgnXp6wN7r0otFAMbhsefxOJn9zhftr6coYox7oN4WCu4Rp_bDFdoYPEwKuWKjQXgvBZR5Rtdz2h6wY6L1SF3ZiEefoqieljNOcAqpCwgxlXbXrJ98ES8ySKFedhQsG-EG4MBnlXTKtctK0euslkXSI1R5V-2fACkx98-gtpazSpMIYwz2mJCALLo2zOUcCeAB2GP7pAq7LnE7H9tVtyVIQWV_d1wna1b3ganSd8CCNsyLUgd7UnooJNU9XHEcKzPo5fryN56TLVvXd2FAh163qUTdtA7KgdW-u93A5qA8A4ME3SUk4vL8H-9fswBkF4BfZD6o6ihuyKZeAa1Vw_SJz1Wk2TCg6Z5W_Dul0g9Y1v0YgJdFtg0yPr_GRlerpbCdcFzJ7tQf6hNCn-SARidgg1Y-dEQ6PQlUrCicLMzFnNusX3qYZhZcHkYRwuEetqQOSGRnjEEWMvZVCOQvRP4aA5PWoymKwD32OPpOzIcgN9rqafSxwG-l6JPYks-W6csVaeOygeI3v0SzD40Mai7fyeGie_T_WqC-07ffmM8X65hlLdmWMucatinJlE93rDQTcQCYi9JDej7zQEzUUlECD6JVKpILHqYTCU9UAV7C82QVoOZQ6lZDOeIprq2gn5fSIkANmjbxLcJ3cEc3b0i_NQOFq4Iuotdy46u3zxfS96dhNRNNuhkoGHSV5LGmO3VCEaqJsuEPfb3_4lpDrV9m7g_Jx-1O7y7OgPxYjXH0n89suAQvFU-3PbRRXpX7jfmLPO0GDq38_H1a4J_N395UdU1VgT2dvfOzsM6T0t5_Av_hfje7VlPmDXV1_8mSmMeVORSexNqP_t1ZFic0bBGmmSf-3dI9rQ6oAH4_GPeu0o3TXZzPpjF7HSJ_iAl9Rg2D-EiAIeuHwdcWGioBa6u5C3SwPcvdMSu_wF8nVAjluypHzzOOUAVHjAagRX7WoBdZ7taTCYBswUvRSobayVeE2viHTK6YA5gB1euIfdKc&reqid=QWIspnWdFdVJlOKp&type=CLICK&pos=42,2,,Đã bán 34,Panasonic
Điện Thoại Bàn Panasonic KX-TSC11 - Hàng Chính Hãng,588.000₫,https://tka.tiki.vn/pixel/pixel?data=v-THd7pTS6HipULvTYrsHYcQCrAPmF8DtLFneEKOQ4VcxoDT99n9_rV3vyNpWxf0srk_K5gqRiKtEn0JfR7l_u9e5fT_B4Y8jiQEhCqNwB5EdjWvSz6SXDE2VV0qb9E-rteK5-J3kWIivq9HqrUN47J8Q4uW6X17DtqGVSsX9u94wntSEHlaov9Sr4BDpMeBuGz8QjdYFwHjsT5LskxsZKEhjjKA704DTRKWKCLgIxe6tP-MqpgocPQiaIvMMze1stUNE1wYnsX8MnE3FDHtmS2CB1mQ9dq3I7qfXRY3XtDVqwX0ZFeXhjikBYp4A0a5JtekRT7bnUO7YgO6Q-AUmvtvEkE4UfslxNp8UYiLH6wzI2uZFM5TTLz4WZ6ABnRvYDxzIO70WDZznLkykt7Kqf4AK_hZ0chWxb0zzJ7wLb9nj0Zzjou8CRXzgcIsrFURSs43daNS8qquXqM4iobYNjT5zM6-SR9h5RwGuRDzXU2uTdTajsAqMvL2Ytx57DHRmugM3L0eUSI1qvCuuI46J1K_rcsYQ5M92fIEUAlqm8X6tW34HH5u42eCR-K3L0Qo-rUnJ_2eSadTzZ4ddMNU2cTyYV4VgCF1nzXzkeXFNsSpHSvDOGPJMhQAc1ajIZKQORtGmq6CAW3zdn_RrCjE5XayGRoXl0HPzFJJEHAFOGKRLz7iKmrlNsI3opqOdAfQ_MqOXC4PW5YPLIxtQzHSPz_Dy4FpcKFYCYOCvkC_MSRrF_wdyeDntlom_zFn3HlTgVEHDK2BpEka3Ok4PGv9WZTbFM8_SBTCJImK_khrJ3gfBeXjGBovlT6nCC50_C91UqWwlgF5ATWbW2VjUs1INAIaWZIE3ZUoQXX_8gsVzCls78HxFWNW2mNihWeuhq7PpzFunZoP8SbyZa9KzlKcSP4-N0vOk3YuEVbpBhGb7emC77AOgnZXX73TSXL-P_qklYnGei6FgYeWEsAPhKFqNzNTiveFyFeLCCmBYicJ0DOV2z2sdDQ5uQzfYSvz2pwejbgJPyIIe34bI25wFizl-dPRw2iu-P809wLEV47svfQS1DoF0uWggDknKw&reqid=QWIspnWdFdVJlOKp&type=CLICK&pos=43,3,,Đã bán 245,Panasonic
Điện thoại bàn Panasonic KX-TGC312 hàng chính hãng,1.590.000₫,https://tka.tiki.vn/pixel/pixel?data=HrF_ehcVbCWWmpR8DVQl-HEc_bEhdJYIpMPGtWpRpXm-FCJu9r-59uDabEM9DhYJl0KpDxdwdTtJaTRd6HibFNfSHLVLdta_yW_Vw2nckE6eI886Lcp7pieGXA1P2oiK2bgePkGGOyE8BbHzGbcdbRRADiCvTeAA-npz2wKuq2jZ0Bo5idYuaE8tw6trzfTnmUILCMHECcjdKk_Sn4M3aTJo4k22jSyk47XjQJdXcIXH-H7TD5M8PPYcli5k3HNiF4Z-klqjH2_x8Dr6SxOAN59ckihRMv2pWVxcmQSdV2cH88fvY6G_zYfE1iuoQP5tra0S5e2n5c7y-O9JkdbREn6bOvqzo6jvIh9yXbwmSc7lPEG5gVIlCOrkIgLqE1SR2Mp0MFuxo9FKPHxPKtavcqNfkjCxl9zDnxBruUnZXxdAlwLqFWWwB1v5D4i03VZase_WaRiO_QsVysxa-Eo_75GR1rs7Dq68SV0lTzrCB_qzLvV6j4vE57ZstpYfKOgx4r3dHRiDfVY7W0a5sy6pjQueqzdgs53yZcYIL0DSmY-jqtBwNLy4Kp8xFn5eIlCYbx8rve5qij_CwAO1pXJmwkDzTYpvIcXfQ0F1Xr0hZFTslDwIrRGZ1fbwe_9Au0G29E1CSkTKRpTawF59AYiYPAokGTUF-HJ83rJgB4TGp5ihZziYhHLp8uMyxFpi3FGplif1SL5vPIphpPpK8QZUs3JOOYxD7a4UImNqSk7-ncRhudaQHdmwccUVXSDXygVwc7D_r9W-YK0z7zOXxq4oWlJqpqrdTEm6NT23OqZYaX_jcRqOqpIODOIWJN7NplFJWDG5iSsMQEXiib90Lnkgih6Mny3dV7kRDxfWhfcpe-V35qcAHE6EpzfVe0G096ob2ITB_14FkfJThpmTMHa8vgBnHSuW-7ADJdPvxj9Zxd59saY29Rb8cWupNaXcu4K-EGM9gR226VJUvtnV3XPC2Tun2DNJxfbh-f947Z5IJvkq6DpP76J9QS_YZx4SXIZ0LaxJ7QccBE2RpYmYphgo4zYPwNJROg7iB6X0aIyhzhNDVfvAl91DEjKl3Fg&reqid=QWIspnWdFdVJlOKp&type=CLICK&pos=44,4,,Đã bán 28,Panasonic
Điện thoại Panasonic KX-TGB112CX -Hàng chính hãng,1.199.000₫,https://tiki.vn/dien-thoai-panasonic-kx-tgb112cx-hang-chinh-hang-p118100268.html?spid=118100269,5,,,Panasonic
Điện thoại Panasonic KX-TS820MX -Hàng chính hãng,499.000₫,https://tiki.vn/dien-thoai-panasonic-kx-ts820mx-hang-chinh-hang-p117927643.html?spid=117927644,6,,Đã bán 5,Panasonic
Điện thoại Panasonic KX-TS520MX -Hàng chính hãng,449.000₫,https://tiki.vn/dien-thoai-panasonic-kx-ts520mx-hang-chinh-hang-p156222386.html?spid=258667798,7,,,Panasonic
Điện thoại Panasonic KX-TGC312CX -Hàng chính hãng,1.529.000₫,https://tiki.vn/dien-thoai-panasonic-kx-tgc312cx-hang-chinh-hang-p118103703.html?spid=118103704,8,,,Panasonic
Điện thoại bàn có dây Panasonic KX-TS560MX,730.000₫,https://tiki.vn/dien-thoai-ban-co-day-panasonic-kx-ts560mx-hang-chinh-hang-p11376644.html?spid=131391454,9,,Đã bán 12,Panasonic
Điện thoại để bàn Panasonic KX-TS840 hàng chính hãng,800.000₫,https://tiki.vn/dien-thoai-de-ban-panasonic-kx-ts840-hang-chinh-hang-p16520424.html?spid=44164123,10,,,Panasonic
Điện Thoại Bàn Panasonic KXTGF320CX - Hàng Chính Hãng,2.350.000₫,https://tiki.vn/dien-thoai-ban-panasonic-kxtgf320cx-hang-chinh-hang-p4065607.html?spid=77768129,11,,Đã bán 9,Panasonic
Điện thoại Panasonic KX-TS560MX -Hàng chính hãng,675.000₫,https://tiki.vn/dien-thoai-panasonic-kx-ts560mx-hang-chinh-hang-p117929538.html?spid=117929539,12,,Đã bán 6,Panasonic
Điện thoại Panasonic KX-TGC313CX -Hàng chính hãng,1.949.000₫,https://tiki.vn/dien-thoai-panasonic-kx-tgc313cx-hang-chinh-hang-p118124199.html?spid=118124200,13,,Đã bán 1,Panasonic
